HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Group,GroupSize,CabinDeck,CabinNum,CabinSide,log_RoomService,log_FoodCourt,log_ShoppingMall,log_Spa,log_VRDeck,Surname,AgeBins,GroupBins,GroupSizeBins,CabinNumBins,log_RoomServiceBins,log_FoodCourtBins,log_ShoppingMallBins,log_SpaBins,log_VRDeckBins
Mars,False,TRAPPIST-1e,8.0,False,True,82.0,3,F,16.0,P,0.0,0.0,0.0,0.0,0.0,Datte,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,24.0,False,True,84.0,1,G,14.0,S,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,Coopezmaney,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,40.0,False,True,85.0,1,C,5.0,S,0.0,0.0,0.0,0.0,0.0,Ellcefulve,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,43.0,False,False,86.0,1,F,17.0,P,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,Kinson,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Mars,True,PSO J318.5-22,45.0,False,True,88.0,1,E,5.0,S,0.0,0.0,0.0,0.0,0.0,Sacre,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,35.0,False,True,90.0,1,G,15.0,S,0.0,0.0,0.0,0.0,0.0,Santry,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,26.0,False,True,91.0,2,G,16.0,S,0.6931471805599453,0.0,0.0,0.0,0.0,Yorkland,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,27.0,False,False,91.0,2,F,20.0,S,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,Yorkland,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,19.0,False,False,92.0,3,G,9.0,P,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,Dunnisey,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,0.0,False,True,92.0,3,G,9.0,P,0.0,0.0,3.254384568485841,0.0,0.0,Hewson,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,3.0,False,True,92.0,3,G,9.0,P,0.0,0.0,0.0,0.0,0.0,Hewson,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,54.0,False,False,97.0,1,A,2.0,S,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,Fictful,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,26.0,False,False,98.0,2,G,11.0,P,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,Carezquez,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,26.0,False,True,98.0,2,G,11.0,P,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,Carezquez,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,PSO J318.5-22,23.0,False,False,99.0,2,F,19.0,P,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,Leetersoney,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,2.0,False,True,99.0,2,G,12.0,P,0.0,0.0,0.0,0.0,0.0,Connelson,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,31.0,False,True,101.0,1,G,11.921556475914027,S,0.0,0.0,0.0,0.0,0.0,Trad,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,18.0,False,False,102.0,1,F,23.0,S,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,Holson,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,24.0,False,True,103.0,3,F,24.0,S,0.0,0.0,0.0,0.0,2.8903717578961645,Mclainez,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,55 Cancri e,9.0,False,True,103.0,3,G,18.0,S,0.0,0.0,0.0,0.0,0.0,Mclainez,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,6.0,False,False,103.0,3,G,18.0,S,0.0,0.0,0.0,0.0,0.0,Mclainez,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,27.0,False,False,105.0,1,F,21.0,P,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,Cleachrand,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,21.0,False,False,107.0,1,D,2.0,S,7.463936604468925,1.791759469228055,2.8903717578961645,0.0,0.0,Hart,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,23.0,False,False,108.0,3,G,19.0,S,0.0,0.0,0.0,0.0,0.0,Handertiz,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,31.0,False,False,108.0,3,G,19.0,S,6.333279628139691,0.0,5.7899601708972535,0.0,0.0,Handertiz,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,0.0,False,True,108.0,3,G,19.0,S,0.0,0.0,0.0,0.0,0.0,Handertiz,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,32.0,False,False,110.0,4,B,4.88763266702256,P,0.0,6.018593214496234,1.9459101490553132,8.276394704863307,6.639875833826536,Aloubtled,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,40.0,False,False,110.0,4,B,5.0,P,0.0,5.805134968916488,0.0,0.0,7.431299675155903,Bootious,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,42.0,False,True,110.0,4,B,5.0,P,7.700747794511798,9.343033913701648,0.0,7.533158807455563,6.100318952020064,Aloubtled,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,28.0,False,True,110.0,4,B,5.0,P,0.0,0.0,0.0,0.0,0.0,Aloubtled,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,TRAPPIST-1e,29.0,False,True,111.0,1,E,6.0,S,0.0,0.0,0.0,0.0,0.0,Supred,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,55 Cancri e,48.0,True,True,112.0,1,B,1.0,S,0.0,7.839131648274333,4.477336814478207,2.8903717578961645,2.6390573296152584,Cowtale,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,64.0,False,True,113.0,1,F,23.0,P,0.0,0.0,6.690842277418564,0.0,0.0,Carvis,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,27.0,False,False,114.0,1,G,20.0,S,4.418840607796598,5.062595033026967,6.063785208687608,5.476463551931511,0.6931471805599453,Beckerson,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,26.0,False,True,115.0,1,F,24.0,P,0.0,0.0,0.0,0.0,0.0,Pead,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,33.0,False,True,116.0,1,D,4.0,P,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,Suptive,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,39.0,False,False,119.0,2,A,0.0,P,0.0,7.76004068088038,0.0,4.189654742026425,8.839131752546109,Coning,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,13.0,False,True,119.0,2,A,0.0,P,0.0,0.0,0.0,0.0,0.0,Coning,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,24.0,False,True,120.0,1,F,25.0,P,0.0,0.0,0.0,0.0,0.0,Sacre,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,29.0,False,False,122.0,1,G,21.0,S,0.0,0.0,0.0,6.551080335043404,4.31748811353631,Hayder,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,18.0,False,False,123.0,1,F,27.0,P,4.02535169073515,6.393590753950631,3.912023005428146,0.0,0.6931471805599453,Fielson,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,67.0,False,True,126.0,1,F,27.0,S,0.0,0.0,0.0,0.0,0.0,Mish,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,35.0,False,False,127.0,1,E,7.0,S,6.553933404025811,0.0,5.6937321388027,0.0,3.258096538021482,Mesty,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,61.0,True,False,128.0,2,D,3.0,S,7.763871287820222,5.814130531825066,2.302585092994046,5.75890177387728,1.0986122886681098,Fles,"(42.0, 79.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,45.0,False,False,128.0,2,E,8.0,S,7.651595573857601,1.9459101490553132,0.0,0.0,0.0,Fles,"(42.0, 79.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,22.0,False,True,129.0,1,G,22.0,S,0.0,0.0,0.0,0.0,0.0,Fowles,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,19.0,False,True,133.0,2,F,29.0,S,0.0,0.0,0.0,0.0,0.0,Blie,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,36.0,False,False,133.0,2,D,5.0,S,7.915348169263078,0.0,0.0,0.0,0.0,Blie,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,19.0,False,True,134.0,1,G,17.0,P,0.0,2.70805020110221,6.594413459749778,0.0,0.0,Harmontry,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,47.0,False,False,136.0,1,G,23.0,S,4.584967478670572,6.037870919922137,4.844187086458591,3.258096538021482,4.02535169073515,Leonzaley,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,13.0,False,True,138.0,2,G,18.0,P,0.0,0.0,0.0,0.0,0.0,Gambs,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,34.0,False,False,138.0,2,E,5.0,P,0.0,3.1354942159291497,0.0,6.336825731146441,5.337538079701318,Gambs,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,55 Cancri e,35.0,False,True,139.0,1,C,6.0,S,0.0,0.0,0.0,0.0,0.0,Myling,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,24.0,False,True,140.0,2,G,19.0,P,0.0,0.0,0.0,0.0,0.0,Mejiaddox,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,26.0,False,False,140.0,2,F,29.0,P,6.089044875446846,0.0,0.0,0.0,6.137727054086234,Whitakers,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,31.0,False,False,141.0,1,F,30.0,P,0.0,0.0,4.584967478670572,0.0,0.0,Harte,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,20.0,False,True,144.0,1,F,31.0,S,0.0,6.042632833682381,5.351858133476067,0.0,0.0,Dayers,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,56.0,False,False,146.0,1,G,25.0,S,0.0,0.0,0.0,0.0,0.0,Wolferguson,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,50.0,False,True,147.0,1,G,26.0,S,0.0,0.0,0.0,0.0,0.0,Hubbarrison,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,42.0,False,False,148.0,1,F,31.0,P,6.9782137426306985,0.0,2.3978952727983707,0.0,4.343805421853684,Pashe,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,55 Cancri e,43.0,False,True,149.0,1,G,27.0,S,0.0,0.0,0.0,0.0,0.0,Hubbarrison,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,55 Cancri e,38.0,False,False,151.0,1,G,20.0,P,0.0,0.0,0.0,0.0,0.0,Simson,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,41.0,False,False,152.0,1,F,32.0,P,0.0,0.0,0.0,0.0,6.410174881966167,Estron,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,22.0,False,False,160.0,1,G,22.0,P,8.323608442343572,0.0,0.0,0.0,4.127134385045092,Atkinney,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,26.0,False,True,163.0,2,B,8.0,P,0.0,0.0,0.0,0.0,0.0,Hetforhaft,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,TRAPPIST-1e,17.0,False,True,163.0,2,B,8.0,P,0.0,0.0,0.0,0.0,0.0,Hetforhaft,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,57.0,False,True,164.0,2,G,28.0,S,3.9318256327243257,7.4318919168078,0.0,0.0,4.912654885736052,Hutchinton,"(42.0, 79.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,PSO J318.5-22,17.0,False,False,164.0,2,G,28.0,S,0.0,0.0,0.0,0.0,0.0,Hutchinton,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,35.0,False,True,165.0,1,F,37.0,P,0.0,0.0,0.0,0.0,0.0,Anche,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,13.0,False,True,167.0,2,F,35.0,S,0.0,0.0,0.0,0.0,0.0,Floaf,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,27.0,False,False,167.0,2,F,35.0,S,7.2196420401307355,0.0,3.8918202981106265,3.1354942159291497,4.927253685157205,Floaf,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,True,TRAPPIST-1e,31.0,False,False,169.0,1,G,23.0,P,0.0,0.0,0.0,0.0,0.0,Fisherry,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,24.0,False,False,170.0,1,E,10.0,S,0.0,0.0,0.0,5.402677381872279,6.342121418721152,Mcmahoney,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,True,PSO J318.5-22,19.0,False,True,171.0,1,G,30.0,S,0.0,0.0,0.0,0.0,0.0,Gordanieves,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,32.0,False,True,172.0,1,G,24.0,P,0.0,0.0,0.0,0.0,0.0,Johnshines,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,58.0,False,True,173.0,1,E,11.0,S,0.0,6.893656354602635,0.0,1.791759469228055,0.0,Grifford,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,55 Cancri e,21.0,False,False,174.0,1,F,38.0,P,5.662960480135946,0.0,2.833213344056216,4.7535901911063645,5.170483995038151,Lambles,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,TRAPPIST-1e,38.0,False,False,177.0,1,B,2.0,S,0.0,9.24445190160495,0.6931471805599453,9.613870275449836,7.655390644826152,Iniouser,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,38.0,False,False,178.0,1,D,6.0,S,8.13593277200489,0.0,5.087596335232384,3.367295829986474,4.787491742782046,Knik,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
